Частота,Сигнал 0,Сигнал 0 + шум,Сигнал 1,Сигнал 1 + шум,Сигнал 2,Сигнал 2 + шум
4495,0.0000000000000052,0.0020820000000000,0.000000000000035,0.0021550000000000,0.00000000000006855,0.0038530000000000
4496,0.00000000000000057,0.003140000000000,0.00000000000000307,0.0018490000000000,0.00000000000000361,0.0022360000000000
4497,0.00000000000000139,0.0039790000000000,0.00000000000000309,0.0012640000000000,0.00000000000000499,0.001745000000000
4498,0.00000000000000165,0.0010340000000000,0.00000000000000160,0.0022470000000000,0.00000000000000295,0.0015300000000000
4499,0.00000000000000058,0.0025710000000000,0.00000000000000855,0.00059000000000000,0.00000000000001520,0.00069500000000000
4500,0.00000000000000317,0.0015150000000000,0.00000000000000343,0.0020670000000000,0.00000000000000718,0.0029810000000000
4501,0.00000000000000073,0.007130000000000,0.00000000000000192,0.0021850000000000,0.00000000000000337,0.0059850000000000
4502,0.00000000000000401,0.0034210000000000,0.00000000000000445,0.0039860000000000,0.00000000000001106,0.00099300000000000
4503,0.00000000000000132,0.0019370000000000,0.00000000000001024,0.0040360000000000,0.00000000000001405,0.0019690000000000
4504,0.00000000000000108,0.0042990000000000,0.0000000000000048,0.0020960000000000,0.0000000000000093,0.0012740000000000
4505,0.00000000000000402,0.0015820000000000,0.00000000000000954,0.0049640000000000,0.00000000000001937,0.0010900000000000
4506,0.00000000000000445,0.002011000000000,0.00000000000000489,0.00280000000000,0.00000000000001158,0.0023350000000000
4507,0.00000000000000050,0.0020270000000000,0.00000000000000362,0.0011800000000000,0.0000000000000047,0.0033280000000000
4508,0.00000000000005880,0.0020260000000000,0.00000000000006573,0.0018110000000000,0.0000000000001869,0.0023690000000000
4509,0.00000000000000205,0.0012490000000000,0.00000000000000420,0.0046260000000000,0.00000000000000946,0.0061340000000000
4510,0.00000000000000259,0.0037830000000000,0.00000000000000178,0.0021740000000000,0.00000000000000638,0.0047690000000000
4511,0.00000000000000108,0.0027940000000000,0.00000000000000216,0.00092400000000000,0.0000000000000015,0.0015420000000000
4512,0.00000000000000199,0.0035980000000000,0.00000000000000646,0.003565000000000,0.00000000000001119,0.00023600000000000
4513,0.0000000000000041,0.00362300000000,0.00000000000000390,0.0049530000000000,0.0000000000000108,0.0032740000000000
4514,0.00000000000000294,0.00059000000000000,0.00000000000000588,0.0016220000000000,0.00000000000001003,0.0029850000000000
4515,0.00000000000000221,0.0008860000000000,0.00000000000000518,0.0030590000000000,0.00000000000001406,0.0038690000000000
4516,0.00000000000000071,0.00075000000000000,0.00000000000000165,0.0015320000000000,0.00000000000000191,0.0019510000000000
4517,0.00000000000000329,0.0019940000000000,0.00000000000000318,0.0043320000000000,0.00000000000000720,0.0037710000000000
4518,0.00000000000000271,0.0025350000000000,0.00000000000000094,0.0029240000000000,0.00000000000000261,0.0007240000000000
4519,0.00000000000000188,0.0018910000000000,0.00000000000000313,0.0041640000000000,0.00000000000000799,0.0020010000000000
4520,0.00000000000000074,0.0045540000000000,0.00000000000000794,0.00094600000000000,0.000000000000007,0.0032260000000000
4521,0.00000000000000449,0.0040940000000000,0.00000000000000472,0.0033230000000000,0.00000000000001547,0.00032100000000000
